"INDICATOR_SEQ","PARENT_SEQ","AGENCY_NAME","INDICATOR_NAME","DESCRIPTION","CATEGORY","FREQUENCY","DESIRED_CHANGE","INDICATOR_UNIT","DECIMAL_PLACES","PERIOD_YEAR","PERIOD_MONTH","YTD_TARGET","YTD_ACTUAL","MONTHLY_TARGET","MONTHLY_ACTUAL","YYYY_MM"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2015,5,99.36,98.84,99.36,99.36,"2015-05"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2015,6,99.36,98.93,99.36,99.33,"2015-06"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2015,7,99.36,98.99,99.36,99.35,"2015-07"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2015,8,99.36,99.03,99.36,99.30,"2015-08"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2015,9,99.36,99.07,99.36,99.37,"2015-09"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2015,10,99.36,99.10,99.36,99.34,"2015-10"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2015,11,99.36,99.12,99.36,99.36,"2015-11"
374921,374903,"NYC Transit","Manhattanville Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2008,1,99.40,99.33,99.40,99.33,"2008-01"
374921,374903,"NYC Transit","Manhattanville Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2008,2,99.40,99.33,99.40,99.33,"2008-02"
374921,374903,"NYC Transit","Manhattanville Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2008,3,99.40,99.33,99.40,99.35,"2008-03"
374921,374903,"NYC Transit","Manhattanville Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2008,4,99.40,99.32,99.40,99.28,"2008-04"
374921,374903,"NYC Transit","Manhattanville Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2008,5,99.40,99.31,99.40,99.27,"2008-05"
374921,374903,"NYC Transit","Manhattanville Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2008,6,99.40,99.29,99.40,99.16,"2008-06"
374921,374903,"NYC Transit","Manhattanville Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2008,7,99.40,99.29,99.40,99.31,"2008-07"
374921,374903,"NYC Transit","Manhattanville Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2008,8,99.40,99.30,99.40,99.38,"2008-08"
374921,374903,"NYC Transit","Manhattanville Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2008,9,99.40,99.29,99.40,99.22,"2008-09"
374921,374903,"NYC Transit","Manhattanville Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2008,10,99.40,99.30,99.40,99.33,"2008-10"
374921,374903,"NYC Transit","Manhattanville Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2008,11,99.40,99.29,99.40,99.21,"2008-11"
374921,374903,"NYC Transit","Manhattanville Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2008,12,99.40,99.28,99.40,99.23,"2008-12"
374921,374903,"NYC Transit","Manhattanville Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2009,1,99.40,99.31,99.40,99.31,"2009-01"
374921,374903,"NYC Transit","Manhattanville Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2009,2,99.40,99.24,99.40,99.16,"2009-02"
374921,374903,"NYC Transit","Manhattanville Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2009,3,99.40,99.18,99.40,99.08,"2009-03"
374921,374903,"NYC Transit","Manhattanville Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2009,4,99.40,99.16,99.40,99.11,"2009-04"
374921,374903,"NYC Transit","Manhattanville Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2009,5,99.40,99.06,99.40,98.65,"2009-05"
374921,374903,"NYC Transit","Manhattanville Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2009,6,99.40,98.96,99.40,98.43,"2009-06"
374921,374903,"NYC Transit","Manhattanville Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2009,7,99.40,98.97,99.40,99.06,"2009-07"
374921,374903,"NYC Transit","Manhattanville Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2009,8,99.40,99.00,99.40,99.19,"2009-08"
374921,374903,"NYC Transit","Manhattanville Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2009,9,99.40,99.04,99.40,99.34,"2009-09"
374921,374903,"NYC Transit","Manhattanville Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2009,10,99.40,99.06,99.40,99.31,"2009-10"
374921,374903,"NYC Transit","Manhattanville Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2009,11,99.40,99.09,99.40,99.37,"2009-11"
374921,374903,"NYC Transit","Manhattanville Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2009,12,99.40,99.10,99.40,99.26,"2009-12"
374921,374903,"NYC Transit","Manhattanville Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2010,1,99.40,99.40,99.40,99.40,"2010-01"
374921,374903,"NYC Transit","Manhattanville Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2010,2,99.40,99.26,99.40,99.11,"2010-02"
374921,374903,"NYC Transit","Manhattanville Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2010,3,99.40,99.08,99.40,98.75,"2010-03"
374921,374903,"NYC Transit","Manhattanville Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2010,4,99.40,99.08,99.40,99.07,"2010-04"
374921,374903,"NYC Transit","Manhattanville Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2010,5,99.40,98.69,99.40,97.14,"2010-05"
374921,374903,"NYC Transit","Manhattanville Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2010,6,99.40,98.27,99.40,96.07,"2010-06"
374921,374903,"NYC Transit","Manhattanville Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2010,7,99.40,98.23,99.40,97.99,"2010-07"
374921,374903,"NYC Transit","Manhattanville Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2010,8,99.40,98.18,99.40,97.82,"2010-08"
374921,374903,"NYC Transit","Manhattanville Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2010,9,99.40,98.69,99.40,98.89,"2010-09"
374921,374903,"NYC Transit","Manhattanville Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2010,10,99.40,98.65,99.40,98.25,"2010-10"
374921,374903,"NYC Transit","Manhattanville Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2010,11,99.40,98.64,99.40,98.51,"2010-11"
374921,374903,"NYC Transit","Manhattanville Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2010,12,99.40,98.09,99.40,96.24,"2010-12"
374921,374903,"NYC Transit","Manhattanville Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2011,1,99.36,97.76,99.36,97.76,"2011-01"
374921,374903,"NYC Transit","Manhattanville Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2011,2,99.36,97.77,99.36,97.78,"2011-02"
374921,374903,"NYC Transit","Manhattanville Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2011,3,99.36,97.60,99.36,97.30,"2011-03"
374921,374903,"NYC Transit","Manhattanville Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2011,4,99.36,97.69,99.36,97.95,"2011-04"
374921,374903,"NYC Transit","Manhattanville Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2011,5,99.36,97.73,99.36,97.90,"2011-05"
374921,374903,"NYC Transit","Manhattanville Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2011,6,99.36,97.78,99.36,98.03,"2011-06"
374921,374903,"NYC Transit","Manhattanville Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2011,7,99.36,97.92,99.36,98.72,"2011-07"
374921,374903,"NYC Transit","Manhattanville Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2011,8,99.36,97.89,99.36,97.67,"2011-08"
374921,374903,"NYC Transit","Manhattanville Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2011,9,99.36,97.92,99.36,98.19,"2011-09"
374921,374903,"NYC Transit","Manhattanville Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2011,10,99.36,97.94,99.36,98.09,"2011-10"
374921,374903,"NYC Transit","Manhattanville Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2011,11,99.36,97.97,99.36,98.31,"2011-11"
374921,374903,"NYC Transit","Manhattanville Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2011,12,99.36,97.97,99.36,97.99,"2011-12"
374921,374903,"NYC Transit","Manhattanville Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2012,1,99.36,98.44,99.36,98.44,"2012-01"
374921,374903,"NYC Transit","Manhattanville Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2012,2,99.36,98.56,99.36,98.69,"2012-02"
374921,374903,"NYC Transit","Manhattanville Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2012,3,99.36,98.59,99.36,98.46,"2012-03"
374921,374903,"NYC Transit","Manhattanville Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2012,4,99.36,98.59,99.36,98.79,"2012-04"
374921,374903,"NYC Transit","Manhattanville Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2012,5,99.36,98.61,99.36,98.67,"2012-05"
374921,374903,"NYC Transit","Manhattanville Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2012,6,99.36,98.64,99.36,98.85,"2012-06"
374921,374903,"NYC Transit","Manhattanville Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2012,7,99.36,98.69,99.36,98.99,"2012-07"
374921,374903,"NYC Transit","Manhattanville Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2012,8,99.36,98.76,99.36,99.20,"2012-08"
374921,374903,"NYC Transit","Manhattanville Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2012,9,99.36,98.82,99.36,99.33,"2012-09"
374921,374903,"NYC Transit","Manhattanville Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2012,10,99.36,98.86,99.36,99.24,"2012-10"
374921,374903,"NYC Transit","Manhattanville Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2012,11,99.36,98.88,99.36,99.08,"2012-11"
374921,374903,"NYC Transit","Manhattanville Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2012,12,99.36,98.91,99.36,99.24,"2012-12"
374921,374903,"NYC Transit","Manhattanville Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2013,1,99.36,99.37,99.36,99.37,"2013-01"
374921,374903,"NYC Transit","Manhattanville Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2013,2,99.36,99.36,99.36,99.34,"2013-02"
374921,374903,"NYC Transit","Manhattanville Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2013,3,99.36,99.36,99.36,99.37,"2013-03"
374921,374903,"NYC Transit","Manhattanville Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2013,4,99.36,99.35,99.36,99.32,"2013-04"
374921,374903,"NYC Transit","Manhattanville Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2013,5,99.36,99.36,99.36,99.37,"2013-05"
374921,374903,"NYC Transit","Manhattanville Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2013,6,99.36,99.33,99.36,99.20,"2013-06"
